text,food_name,opinion,,,Source,Link
ร้านนี้เป็นร้านดังที่ตั้งอยู่ย่าน town in town ร้านนี่คนเยอะตลอดเลยแต่ก็มีโต๊ะมากพอสมควร พนักงานเยอะ เลยบริการได้รวดเร็วทันใจดี เมนูเด็ดที่ทุกๆโต๊ะจะต้องสั่งคืออบวุ้นเส้น..ปูสดๆกับวุ้นเส้นที่เหนียวนุ่ม..,ปูอบวุ้นเส้น,pos,,,,
ส่วนตัวชอบหอยแมงภู่อบ..:ซดน้ำที่อบมาอร่อยมากๆ..ข้าวผัดปูก็หอมมาก,"หอยแมงภู่อบ, ข้าวผัดปู",pos,,,,
ปลากระพงทอดน้ำปลา 290฿ อร่อยมากกกคะ ตีวใหญ่ด้วย น้ำจิ้มซีฟู๊ดที่นี่เด็ดสุดๆๆ,ปลากระพงทอดน้ำปลา,pos,,,,
ปลาหมึกทอดกระเทียม 160฿ ชิ้นใหญ่มากกก ไม่เหนียวว หนึบหนับมากกก,ปลาหมึกทอดกระเทียม,pos,,,,
หอยแมลงภู่อบ ลืมราคาคะ แต่สดใช้ได้,หอยแมลงภู่อบ,pos,,,,
กุ้งหมึกผัดผงกะหรี่ด้วยคะ ชี้โต๊ะข้างๆเอา55555,กุ้งหมึกผัดผงกะหรี่,pos,,,,
หอยเชลอบเนยคะ 140฿ อันนี้เฉยๆน้อยหอยตัวเล็กๆไม่มีกลิ่นเนยเลยคะ,หอยเชลอบเนย,neg,,,,
ตบด้วยข้าวเหนียวมะม่วง เมนูสำคัญสุดในร้าน55555มี80/140฿คะ อร่อยมากกกให้กะทิจุใจ,ข้าวเหนียวมะม่วง,pos,,,,
กว่าอาหารจะครบปาไป 2 ชั่วโมง... นานเว่อร์ๆค่ะ มาพูดถึงอาหารมั่ง ผัดฟักแม้ว รสชาติดีค่ะ หอมกระเทียมดี,ผัดฟักแม้ว,pos,,,,
จานต่อมาต้มยำกุ้งน้ำข้น แซ่บเว่อร์ กุ้งตัวโตดี ผ่านค่ะ,ต้มยำกุ้งน้ำข้น,pos,,,,
หอยเชลล์อบเนย แอบเย็นไปนิด รสชาติธรรมดา แต่น้ำจิ้มรสเด็ดดีค่ะ,หอยเชลล์อบเนย,pos,,,,
ข้าวผัดปูก็อร่อย มาจานที่นานที่สุดคือกุ้งอบวุ้นเส้น รอทานจนเหงือกแห้งกันเลยเชียว หมดอารมณ์ รสชาติก็ใช้ได้ค่ะไม่เค็มเกินไป,"ข้าวผัดปู, กุ้งอบวุ้นเส้น",neg,,,,
ตบท้ายด้วยข้าวเหนียวมะม่วงยอดฮิตที่ขึ้นชื่อ ข้าวเหนียวอร่อยมากค่ะ แต่มะม่วงเปรี้ยวไปหน่อย รวมๆรสชาติอาหารดีค่ะ ราคาไม่แพง ติดเรื่องการบริการค่ะ,ข้าวเหนียวมะม่วง,pos,,,,
วันนี้ทานกุ้งเผา ขนาด 8ตัว/โล เผามาสุกไปนิด น้ำหัวกุ้งแห้งไป ต่อด้วย ต้มยำปลาเก๋าน้ำใส อร่อยเปรี้ยวเผ็ดหวานน้ำซุปเข้ากัน เนื้อปลาไม่คาวเลย,"กุ้งเผา, ต้มยำปลาเก๋าน้ำใส",pos,,,,
จากนั้นข้าวผัดปูลงสั่งจานใหญ่แต่ทานได้อิ่มแค่สักคนครึ่งรสมาตรฐาน,ข้าวผัดปู,pos,,,,
แน่นอนที่นี่ต้อง ข้าวเหนียวมะม่วง มูลข้าวราดกะทิมาหวานมันกลมกล่อม มะม่วงสุกเหลืองอร่ามหอมหวาน ยกนิ้วให้ ตบท้ายด้วยไอศครีมน้อยหน่าที่เคลมว่าเนื้อน้อยหน่าเยอะมากแต่ผมว่ายังไม่โดนเท่าไร,"ข้าวเหนียวมะม่วง, ไอศครีมน้อยหน่า",neg,,,,
อาหารทะเลสดแบบคัดมาเลยของทะเลที่กินสั่งได้ทุกอย่างนะ ยกเว้นผัก สั่งผัดผักกะเฉดจานละ89บแพงไม่ว่าถ้าอร่อย ไม่ผ่านรสชาติไม่โอออกเค็มไป,ผัดผักกะเฉด,neg,,,,
ปูอบวุ้นเส้นมีสองราคาตัวเล็ก350ตัวใหญ่500คุ้มนะตัวใหญ่จริง ปลากระพงทอดน้ำปลา290รสชาติดีกลมกล่อม,"ปูอบวุ้นเส้น, ปลากระพงทอดน้ำปลา",pos,,,,
ร้านอาหารทะเลเก่าแก่ โด่งดังมาจากกุ้ง/ปูอบวุ้นเส้น ทานมาหลายสิบปี อร่อยยังไงยังงั้น จุดเด่นของร้านนี้คือ เมนูไม่ต้องเยอะ แต่ทำอร่อยทุกอย่าง อาหารเร็ว,"กุ้งอบวุ้นเส้น, ปูอบวุ้นเส้น",pos,,,,
ปลาหมึกผัดพริกเผา (160.-) ได้เยอะอยู่ครับ แต่เผ็ดมากกกกกกก ปลาหมึกสดใช้ได้ครับ รสชาติกลางๆ ให้ B ครับ,ปลาหมึกผัดพริกเผา,pos,,,,
พล่ากุ้ง (160.-) แพงอ่ะ ได้กุ้ง 2 ตัวเอง รสชาติใช้ได้ครับ จัดจ้านดี แต่ได้น้อยไปนิดครับ ให้ B,พล่ากุ้ง,pos,,,,
ปลากระพงทอดน้ำปลา (290.-) อร่อยดีครับ ทอดได้กรอบ น้ำราดใช้ได้แต่ก็เผ็ดเหมือนเดิมครับ ตัวกลางๆไม่เล็กไม่ใหญ่เกินไป ให้ B ครับ,ปลากระพงทอดน้ำปลา,pos,,,,
กุ้งอบวุ้นเส้น กุ้งแชบ๊วยตัวขนาดย่อม 3 ตัว อร่อยเพิ่มด้วยน้ำจิ้มซีฟู๊ด กุ้งย่าง เนื้อแน่นหวาน มันกุ้งเยิ้ม ราดน้ำจิ้ม อร่อยมาก,กุ้งอบวุ้นเส้น,pos,,,,
ปลากะพงทอดน้ำปลา ปลาสดทอดเหลืองกรอบนอกนุ่มใน ราดด้วยน้ำปลาที่ปรุงเคี่ยวจนหอม ยกให้เป็นพระเอกของมื้อนี้,ปลากะพงทอดน้ำปลา,pos,,,,
ตบท้าย ด้วย ข้าวเหนียวมะม่วง ล้างปาก มะม่วงหวาน ข้าวเหนียวมูลนุ่ม อร่อย อีกเมนู,ข้าวเหนียวมะม่วง,pos,,,,
รีวิวเกี่ยวกับรสชาติสำหรับปูผัดพริกไทยดำรสชาติยังไม่เข้มข้นเข้าเนื้อปูส่วนปูนั้นสดระดับกลางๆ ไม่ใหญ่มากอย่งที่คิด ขาปูไม่อวบเท่าไหร่ เนื้อยังไม่ค่อยหวาน แต่เมนูนี้ไม่ได้เป็นเมนูแนะนำอยู่แล้วนะครับ,ปูผัดพริกไทยดำ,pos,,,,
สำหรับปูอบวุ้นเส้นอันนี้ต้องขอบอกว่าวุ้นเส้นอร่อยจริงครับแต่ปูก็เหมือนเดิมครับ,ปูอบวุ้นเส้น,pos,,,,
ข้าวผัดปูจานใหญ่จานนี้ก็อร่อยครับผัดใต้อร่อยดีแต่ว่าก็สงสัยอยู่ว่าทำไมขายถูกจัง 160 บาทพอเห็นปริมาณก็รู้เลยว่าทำไมขายได้ราคาเท่านี้เนื่องจากเห็นในเมนูเขียนว่าจานใหญ่ แต่ไปกันสองคนต้องสั่งสองจานใหญ่ถึงจะอีกที่จริงอิ่มประมาณหนึ่งจานใหญ่ครึ่งสำหรับสองคน ถ้าไปหลายคนอาจจะต้องหลายจานกว่านี้ ที่จริงทางร้านน่าจะตั้งราคาสูงขึ้นก็ได้แต่เป็นจานใหญ่จริง เดี๋ยวนี้เห็นร้านที่ตั้งราคาให้เหมือนดูถูกเยอะโดยการลดปริมาณ สำหรับผมคิดว่าเอาราคาตามปริมาณที่อิ่มดีกว่า,ข้าวผัดปู,pos,,,,
หอยเชลล์อบเนยตอนแรกก็คิดอยู่ว่าทำไมที่นี่ขายถูกจังพอเห็นขนาดตัว. ก็เลยเข้าใจแล้วว่าทำไมขายถูก รสชาติกลางๆครับ,หอยเชลล์อบเนย,neg,,,,
อาหารทุกเมนูที่สั่งมาอร่อยหมด รสชาติดี ดูมีคุณภาพ ราคาไม่แพง โดยเฉพาะปลากระพงทอดน้ำปลา ตัวใหญ่ กรอบ ร้อน รสชาติกำลังดี 😋,ปลากระพงทอดน้ำปลา,pos,,,,
กระพงทอดน้ำปลา ปลากระพงตัวใหญ่ค่ะ ราคา 290฿ ทอดมาได้กรอบนอกนุ่มใน ทานกับน้ำจิ้มซีฟู้ด คือเลิศ,กระพงทอดน้ำปลา,pos,,,,
ส้มตำไทยใส่กุ้งสุก 120฿ คุ้มนะคะ เพราะกุ้งคุณภาพตัวโตๆ ใส่มาในส้มตำไทยรสชาติดี,ส้มตำไทยใส่กุ้งสุก,pos,,,,
ผัดผักบุ้ง 50฿ เมนูธรรมดา แต่ก็อร่อยรสชาติดีค่ะ,ผัดผักบุ้ง,pos,,,,
กุ้งอบวุ้นเส้น 260฿ กุ้งตัวโตๆเนื้อแน่น มีความสดรสชาติวุ้นเส้นก็อร่อยค่ะ ทานละก็สมกับที่เป็นเมนูแนะนำ,กุ้งอบวุ้นเส้น,pos,,,,
ผัดยอดฟักแม้ว // อันนี้เป็นเมนูโปรดของคุณแฟนที่ไปที่ไหนก็ต้องสั่ง และร้านนี้ก็ทำออกมาได้ดีมากด้วย น้ำผัดรสชาติเข้มข้น คลุกกินกับข้าวเปล่าๆ ก็ยังอร่อยอ่ะ,ผัดยอดฟักแม้ว,pos,,,,
โป๊ะแตก // มาเป็นแบบหม้อไฟเลย มีกุ้งตัวใหญ่ๆ มา 3 ตัว หอยอีก 3 และเนื้อปลาอีก 3 ชิ้นใหญ่ น้ำซุปอร่อย กล่มกล่อม เปรี้ยวกำลังดี ซดทีมีซี้ดด,โป๊ะแตก,pos,,,,
ปลากระพงทอดน้ำปลา // ปลาตัวใหญ่มากกกกก แล้วเนื้อแน่นด้วยไง รสชาติออกหวานนิดๆ ด้วย (อันนี้คือไม่เข้าใจเหมือนกันว่าปลากระพงทอดน้ำปลาแต่ทำไมมีรสหวาน),ปลากระพงทอดน้ำปลา,pos,,,,
ผัดฝักแม้ว เมนูธรรมดาแต่พอกินแล้วมันไม่จืดชืดแอบเผ็ดนิดๆกลิ่นน้ำมันหอยหน่อยๆ แต่เราว่าผักมันแก่ไปนิด หรือว่ามโนไปเอง,ผัดฝักแม้ว,neg,,,,
กุ้งอบวุ้นเส้น กุ้งตัวเบิ้มมาก วุ้นเส้นนิดหน่อยหรือว่ามันไม่อืด แถมให้กุ้งหลายตัวด้วยนะ คือรสชาติดีงามมากกลมกล่อมกำลังพอดี,กุ้งอบวุ้นเส้น,pos,,,,
เมนูที่เราชอบคือ ปลาหมึกย่าง เราว่าปลาหมึกตัวโตดีคะ ย่างกำลังดี กรุบๆ ทานกับน้ำจิ้มซีฟู้ด ฟิน,ปลาหมึกย่าง,pos,,,,
ที่ลืมไม่ได้ ข้าวเหนียวมะม่วง ข้าวเหนียวมูนอร่อย มะม่วงก็รสชาติดีเปรี้ยวหวาน ติดใจ,ข้าวเหนียวมะม่วง,pos,,,,
หอยแครงลวก หอยสด ตัวกำลังดี ทานกับน้ำจิ้ม อร่อยดี กุ้งอบวุ้นเส้น ก็อร่อยดีนะคะ,หอยแครงลวก,pos,,,,
คุณภาพอาหารดีมาก สด ใหม่ อาหารแนะนำที่ห้ามพลาดคือ ปลากระพงทอดราดน้ำปลา ปลาทอดมากรอบมากก ทานได้ทั้งตัว,ปลากระพงทอดราดน้ำปลา,pos,,,,
เพื่อนๆนัดทานข้าวกันที่ร้านนี้ ที่นี่มาถึงต้องสั่ง เมนู กุ้งอบวุ้นเส้น เมนูแนะนำของทางร้าน ที่รสชาติจัดได้ว่าเด็ดมาก,กุ้งอบวุ้นเส้น,pos,,,,
ที่พลาดไม่ได้เลย คือ ข้าวเหนียวมะม่วง ที่นี่ เด็ดมาก ข้าวเหนียวนุ่ม น้ำกะทิ หวานไม่มาก ข้น มัน รสชาติละมุนลิ้นเลยทีเดียว,ข้าวเหนียวมะม่วง,pos,,,,
เมนูเด็ดเค้าคือกุ้งอบวุ้นเส้น ปูอบวุ้นเส้น วันนี้เราลองกุ้งอบดูนะ ตอนแรกตกใจทำไมเส้นมาขาวๆ กินไปเกือบหมด เพิ่งเห็นใต้ก้นหม้อดิน มีเครื่องปรุงหนาแน่น,กุ้งอบวุ้นเส้น,pos,,,,
กุ้งอบวุ้นเส้นในตำนานอร่อยมาก ตอนแรกมาเห็นเส้นใสๆไม่เข้าเนื้อคิดว่าไม่อร่อย แต่มันอร่อยมากใส่กุ้งทะเลตัวใหญ่ๆ ลงตัวสุดๆ คนหละหม้อยังได้,กุ้งอบวุ้นเส้น,pos,,,,
เมนูที่ชอบที่สุดคือข้าวผัดปูที่ผัดได้หวานอร่อย และยังมีปูเป็นก้อนๆ ข้าวผัดมี 2 ไซส์ ไซส์ใหญ่กินได้ 2-3 คน,ข้าวผัดปู,pos,,,,
และที่ขาดไม่ได้อีกอย่างก็คือกุ้งแม่น้ำเผา กุ้งใหญ่ๆ 8-10 ตัว/โล ในราคา 600 บาท เกินคุ้มครับ!! ไม่ต้องเดินทางไกลไปชานเมือง แต่สามารถได้กินกุ้งสด หัวมันๆ กินกันจนมึนเมาเลยทีเดียว,กุ้งแม่น้ำเผา,pos,,,,
ตบท้ายด้วยข้าวเหนียวมะม่วง ข่างเป็นมื้อที่เยี่ยมและหนักพุง แต่รับรองราคาไม่หนักอย่างที่คิด,ข้าวเหนียวมะม่วง,pos,,,,
แต่ที่พลาดไม่ได้คือ ตบท้ายอาหารมื้อนี้ด้วยข้าวเหนียวมะม่วงนะคะ อร่อยมาก ข้าวนิ่มใส่กะทิพอหอมไม่เยอะมาก มะม่วงก็หวาน ฟินสุดๆๆๆค่ะ,ข้าวเหนียวมะม่วง,pos,,,,
ปลากะพงทอดน้ำปลา : จานนี้เด็ดจริง กินไป 2ตัวเลย อิ่มมากกก แต่อร่อยมากจริงๆ,ปลากะพงทอดน้ำปลา,pos,,,,
กุ้งอบวุ้นเส้น : หอมมากกก กุ้งเนื้อแน่นๆหลายตัวเลย,กุ้งอบวุ้นเส้น,pos,,,,
ข้าวผัดปู : จานนี้ไม่ผ่าน ไม่ชอบ กลิ่นแปลกๆ,ข้าวผัดปู,neg,,,,
ข้าวเหนียวมะม่วง : ก็ดีค่ะ แต่น้อยอ่ะ แพงด้วย ร้อยกว่าบาท ... ไม่ถึงกับ อื้อหือ! อร่อย อะไรขนาดนั้น,ข้าวเหนียวมะม่วง,pos,,,,
ร้านนี้คนรีวิวเยอะมากแล้ว วันนี้จึงขอแนะนำ จานเด็ดที่มาแล้วต้องสั่งนะครับ จานแรกข้าวผัดปูครับ หรือจะเรียกว่าปูผัดข้าวก่ได้นะครับเพราะเนื้อปูเยอะจริงๆ และเป็นปูก้อนไม่ใช่เศษปูนะครับ,ข้าวผัดปู,pos,,,,
จานต่อมากุ้งอบวุ้นเส้นครับ ไปทีไรสั่งคนละหม้อเลยครับ ไม่ใช่น้อยนะครับ แต่อร่อยจนสั่งหม้อเดียวอาจมีศึกแย่งชิง 555,กุ้งอบวุ้นเส้น,pos,,,,
ปลาสำลีเผาเป็นอีกจานทีแนะนำครับ เผามาร้อนๆหอมกลิ่นเครื่องสมุนไพร จานนี้แทะจนแทบไม่เหลือกระดูก เมนูอื่นๆอร่อยๆ มีอีกเยอะครับ ราคาถือว่าไม่แพงเทียบกับคุณภาพอาหาร,ปลาสำลีเผา,pos,,,,
ตบท้ายด้วย ข้าวเหนียวมะม่วงครับ มะม่วงน่าจะคัดมาครับ และหวานทุกจาน เหมือนมีชิมมาก่อน ไม่หวานไม่เสิร์ฟ โอ้ รีวิวเอง หิวเองซะแล้ว 5555,ข้าวเหนียวมะม่วง,pos,,,,
ข้าวผัดปู (75 / 150 บาท) สูตรเฉพาะของทางร้านคัดเนื้อปูสดๆ เนื้อแน่นๆ กับข้าวหอมมะลินำมาผัด อร่อยแท้,ข้าวผัดปู,pos,,,,
แล้วของหวานห้ามพลาดเมนูข้าวเหนียวมะม่วง เสิร์ฟด้วยข้าวเหนียวสองสี ด้วยมะม่วงลูกโตๆ หวานฉ่ำ แนะนำเลยค่ะ,ข้าวเหนียวมะม่วง,pos,,,,
อย่างเมนู Signature ที่นี่วรัญชอบมากคือ กุ้งอบวุ้นเส้น (วุ้นเส้นอบมากำลังดี เหนียวนุ่มฝุดๆ ส่วนกุ้งก็ตัวใหญ่ดี 190 บาทเท่านั้น),กุ้งอบวุ้นเส้น,pos,,,,
กุ้งเผา ขายเป็นโล ครึ่งโล ตัวใหญ่ดีค่ะมีมันด้วย ทางร้านเผาได้พอเหมาะมากไม่แห้งเกินไป 300 กว่าบาท เริ่ดมากจ้า!!!,กุ้งเผา,pos,,,,
ส่วนเมนูของหวานสุดเลิฟ สุดฟิน ข้าวเหนียวมะม่วงของร้านนี้ ข้าวเหนียวเค้าอร่อยมากนึ่ง หวานกำลังดี ส่วนมะม่วงก็หวานใช้ได้ (แล้วแต่ฤดูกาลด้วย บางทีไปก็แอบเปรี้ยวหน่อยนึง) ราดด้วยน้ำกระทิ หอม หวานชอบมว้ากก...พูดเลยจ้า!!!,ข้าวเหนียวมะม่วง,pos,,,,
เราสั่งปลากระพงทอดน้ำปลามา อร่อย กรอบดีค่ะ ตัวใหญ่เนื้อเยอะ เมนูนี้น่าจะ 290 บาทค่ะถ้าจำไม่ผิด ไม่แพงเกินค่ะ คุ้ม,ปลากระพงทอดน้ำปลา,pos,,,,
กุ้งแม่น้ำเผา เมนูนี้เด็ดค่ะ ครึ่งโล 400 โล 800 เวลาพนง. เสริฟมาต้องรีบกินค่ะ เพราะเค้าจะเผามาแบบพอดีแล้ว แต่ถ้าปล่อยทิ้งไว้รู้สึกกุ้งเนื้อจะแน่นขึ้นค่ะ กินตอนร้อนๆ จะอร่อยกว่าค่ะ,กุ้งแม่น้ำเผา,pos,,,,
ปลาเต๋าเต้ยนึ่งมะนาว เราว่าเมนูนี้แอบคาวนิดๆค่ะ ถ้าสั่งเป็นแบบทอดมา น่าจะอร่อยกว่าค่ะ แต่ส่วนตัวเราชอบกินปลานี้อยู่แล้วค่ะ เนื้ออร่อย ถ้าวันไหนคนเยอะ ปลาชอบหมดค่ะ มาหลายครั้งกว่าจะได้กิน,ปลาเต๋าเต้ยนึ่งมะนาว,pos,,,,
ข้าวผัดปู อันนี้ต้องสั่งไซส์กลางค่ะ อร่อย รวชาติกลมกล่อมดีค่ะ เนื้อปูเยอะ,ข้าวผัดปู,pos,,,,
ข้าวผัดปู อร่อย เนื้อปูเป็นก้อนๆเลย,ข้าวผัดปู,pos,,,,
หอยเซลล์เผาอบเนย อร่อยมากจนต้องสั่งเพิ่ม,หอยเซลล์เผาอบเนย,pos,,,,
ผัดผักกระเฉด อร่อย กรอบ ไม่เหนียว ชอบที่สุดเลย,ผัดผักกระเฉด,pos,,,,
ผัดผักบุ้ง อร่อย จัดจานได้สวย มาเป็นจานแรกเลย,ผัดผักบุ้ง,pos,,,,
ปลากระพงทอดน้ำปลา ปลากรอบอร่อย น้ำจิ้มราดเฉยๆ,ปลากระพงทอดน้ำปลา,pos,,,,
กุ้งอบวุ้นเส้น 210บ.วุ้นเส้นนุ่มๆปรุงรสกำลังดี มาพร้องกุ้งโตๆ3ตัว,กุ้งอบวุ้นเส้น,pos,,,,
ข้าวเหนียวมะม่วง 140บ.นุ่ม หอม หวานกำลังดี พร้อมมะม่วงที่รสชาติอร่อย,ข้าวเหนียวมะม่วง,pos,,,,
หมึกทอดกระเทียม ปลาหมึกเนื้อนุ่มเคี้ยวง่าย ปรุงรสมาอร่อยโดยไม่ต้องจิ้มซอส,หมึกทอดกระเทียม,pos,,,,
กุ้งอบวุ้นเส้น ⭐️⭐️⭐️⭐️ กุ้งใหญ่ 3 ตัว วุ้นเส้นหอมๆเหนียวๆ,กุ้งอบวุ้นเส้น,pos,,,,
ชอบกุ้งอบวุ้นเส้นมาก อร่อย ไม่เหมือนที่อื่น,กุ้งอบวุ้นเส้น,pos,,,,
กุ้งอบวุ้นเส้น ซึ่งใช้กุ้งลายเสือตัวใหญ่กับวุ้นเส้นที่ผ่านการปรุงรสมาอย่างดี รสชาตินี่น้องๆๆสมศักดิ์ วงเวียนใหญ่เลย,กุ้งอบวุ้นเส้น,pos,,,,
ผัดยอดมะระหวาน กับผักกระเฉดน้ำมันหอย สองจานนี้ทำมาได้เข็มข้นซอสมากๆๆ,"ผัดยอดมะระหวาน, ผักกระเฉดน้ำมันหอย",pos,,,,
ปลากระพงทอดน้ำปลา ปลาสด เนื้อหวาน อีกอย่างคือร้านทอดมากรอบมากๆๆๆ แต่เสียอย่างให้น้ำยำมะม่วงมาน้อยไปนิด,ปลากระพงทอดน้ำปลา,pos,,,,
ปลาหมึกทอดกระเทียม เนื้อปลาหมึกออกแนวเหนียวไปหน่อย แต่รสชาติความหอมของกระเทียมทำให้จานนี้ผ่านอีกเช่นเคย,ปลาหมึกทอดกระเทียม,pos,,,,
ข้าวผัดปู จานนี้รสชาติอร่อยอีกตามเคยแถมปูเป็นก้อนๆใหญ่ๆให้เคี้ยวกันเต็มๆๆปากไปเลย,ข้าวผัดปู,pos,,,,
ข้าวเหนียวมะม่วง ของหวานปิดท้ายสำหรับมื้อนี้ ข้าวเหนียวที่หุงมานิ่ม ทานกับมะม่วงหวานๆๆ แต่ขาดอย่างเดียวคือความหอมของกะทิ,ข้าวเหนียวมะม่วง,pos,,,,
กุ้งอบวุ้นเส้น - เส้นที่มีความเหนียวนุ่ม ประสานรวมตัวกับกุ้งทะเลบึกบึ้ม 3 ตัว บอกเลอเมนูนี้เด็ด,กุ้งอบวุ้นเส้น,pos,,,,
ข้าวผัดปู - ข้าวหอมมะลิผัดจนร่วนกับเนื้อปู ถือได้ว่า เป็นเมนูเด็ดจริงๆครัช,ข้าวผัดปู,pos,,,,
สิ่งที่ตั้งใจไปทานที่ร้านนี้คือ ผัดผักกะเฉดกับกุ้งเผา ในส่วนผัดผักกะเฉดนั้นยังอร่อยเหมือนเดิม กรอบไม่เหนียว,"ผัดผักกะเฉด, กุ้งเผา",pos,,,,
กุ้งอบวุ้นเส้น (฿260) : เมนูเด็ดประจำร้าน ต้องสั่งกันทุกโต๊ะ วุ้นเส้นเหนียวนุ่ม กุ้งตัวใหญ่มาก ปรุงรสมาได้อร่อยเด็ดค่ะ,กุ้งอบวุ้นเส้น,pos,,,,
ผัดผักกระเฉด (฿89) : จานนี้รสชาติดี รสเหมือนผัดผักกระเฉดตามร้านข้าวต้มรอบดึก,ผัดผักกระเฉด,pos,,,,
ข้าวผัดปู (฿80) : ข้าวผัดอร่อย ผัดได้กำลังดี อร่อยค่ะ,ข้าวผัดปู,pos,,,,
ยอมรับเลยครับว่า อาหารเค้าทุกเมนู สดอร่อยสุดๆ ว่าไปดีกว่าร้านอาหาร sea food หลายๆร้านตามพัทยา ระยอง หัวหินอีก เมื่ออิ่มจากอาหารคาว ความสำราญยังไม่จบนะครับ ข้าวเหนียวมะม่วงที่นี้ ก็ยังสร้างความดีงามให้กับร้านได้อีก เหอออ จะเอากระเพาะที่ไหนเก็บเนี้ยยยย,ข้าวเหนียวมะม่วง,pos,,,,
กุ้งอบวุ้นเส้น เพิ่มวุ้นเส้น 20 บาท เพลินเลยค่า ได้กุ้งมา 2 ตัว 2 ศรีพี่น้อง ตัวบึ้มมากๆตัวนึง กะอีกตัวสงสัยโดนแย่งอาหาร ตัวเล็กเชี้ยว,กุ้งอบวุ้นเส้น,pos,,,,
กุ้งผัดพริกเผา กุ้งแม่น้ำไซส์ s แต่ผัดมาดี๊ ดี เนื้อกุ้งหวานเด้ง น้ำซอสพริกเผาราดข้าวอย่างเดียวยังอร่อยเลย,กุ้งผัดพริกเผา,pos,,,,
ปลากะพงทอดราดน้ำปลา ปลาตัวใหญ่ดีเมื่อเทียบกับราคา (ประมาณ 290 ถ้าจำไม่ผิด) ยังให้แหลมเจริญเป็นที่ 1 อยู่จ้ะ ทอดได้ไม่กรอบ ฟูเท่า แต่ปลาสด ทอดสีสวย กรอบนอกนุ่มในน๊า,ปลากะพงทอดราดน้ำปลา,pos,,,,
ข้าวผัดปู ข้าวดี เม็ดร่วน แต่ทำไมต้องอัดใส่จานเปลมาแน่นๆด้วยอ้ะ ดูไม่เหมือนผัดใหม่ แต่ให้อภัยเพราะใช้เนื้อกรรเชียง ถึงจะไซส์ s แต่หวานสดนะแจ๊ะ,ข้าวผัดปู,pos,,,,
ต้มยำปลากะพง ปลาชิ้นหนา น่ากิน รสชาติต้มยำธรรมดาทั่วไป,ต้มยำปลากะพง,neg,,,,
หอยเชลล์อบเนย หอยใหญ่ ไข่แดง!! อ้ะไม่ใช่ละ มันเคี้ยวได้แบบจมเขี้ยวดีอ้ะ ชอบ,หอยเชลล์อบเนย,pos,,,,
กุ้งอบวุ้นเส้น ที่เป็นเมนูเด็ดของที่นี่ อร่อย กุ้งตัวใหญ่มาก สดด้วย ไม่มีอะไรติ (แต่ถ้าพูดตรงๆ เจอร้านใกล้บ้านที่อร่อยกว่านี้ เมนูนี้สำหรับเราเลยเฉยๆ),กุ้งอบวุ้นเส้น,pos,,,,
ของหวาน ข้างเหนียวมะม่วง ไม่หวานจนเกินไป รสชาติกำลังพอดี ถือว่าอร่อย ต้องลอง,ข้าวเหนียวมะม่วง,pos,,,,
ตบท้ายด้วยข้าวเหนียวมะม่วง อันนี้ขาดไม่ได้ นะ สั่ง มา 3 จาน (แบบชุดใหญ่) ขอบอกว่าร้านนี้ต้องกินนะข้าวเหนียวมะม่วง โดยเฉพาะข้าวเหนียวใบเตยสีเขียว อร่อยฝุดๆ..,ข้าวเหนียวมะม่วง,pos,,,,
กุ้งเผาย่างมาเกือบดี ไม่สุกจนแข็ง อาจจะมีบางตัวที่หัวกุ้งสุกไปหน่อย,กุ้งเผา,pos,,,,
กุ้งผัดน้ำพริกเผา เมื่อก่อนเคยอร่อยกว่านี้ค่ะ ไม่รู้เกิดอะไรขึ้นกับแม่ครัว หลังๆผัดมาจืดๆแฉะๆ,กุ้งผัดน้ำพริกเผา,neg,,,,
ข้าวผัดปู ใช้ข้าวหอมมะลิ ผัดมาหอมอร่อย เนื้อปูมาเปนก้อน ไม่เหม็นคาว ติดดาวให้เมนูนี้ค่ะะ,ข้าวผัดปู,pos,,,,
สุดท้ายปลาทอดน้ำปลา ใช้ได้เลยทีเดียว ทอดได้อวบสวย กำลังดี ปลาสดหวาน น้ำราดลงนัวกลมดกล่อม,ปลาทอดน้ำปลา,pos,,,,
ตบด้วยข้าวเหนียวมะม่วงลือชื่อ จะพลาดได้ไง อร่อยนะ โอเคเลย มะม่วงหวาน ข้าวเหนียวเด็ด แต่ แพงเกิ้นนน!!!,ข้าวเหนียวมะม่วง,pos,,,,
หอยเชลล์อบเนย 140.- มาแล้วต้องสั่ง ห้ามพลาด อร่อยมาก หอยเนยสุดๆค่ะ,หอยเชลล์อบเนย,pos,,,,
ปลาหมึกนึ่งมะนาว 160.- ใจจริงตั้งใจจะสั่งหมึกไข่ แต่ดันหมด ชอบรสชาติน้ำของมันค่ะ กลมกล่อม อร่อย ปลาหมึกตัวขนาดกำลังพอดี ชอบมาก ถ้าได้หมึกไข่มาคงจะอร่อยกว่านี้,ปลาหมึกนึ่งมะนาว,pos,,,,
กุ้งแม่น้ำเผา ครึ่งกิโล4ตัว 400.- มันกุ้งนี่อร่อยมากกกกก แต่กุ้งบางตัวแอบไม่สดอ่ะค่ะ,กุ้งแม่น้ำเผา,pos,,,,
